externalid,segid,PROJ_GRP,year,LIN_FORECAST
3626,0089_296.0,Since 2005,2027,3559
3626,0089_296.0,Since 2005,2032,3875
3626,0089_296.0,Since 2005,2036,4127
3626,0089_296.0,Since 2005,2046,4759
3626,0089_296.0,Since 2005,2055,5327
3628,0015_233.2,Since 2005,2005,19337
3628,0015_233.2,Since 2005,2027,38460
3628,0015_233.2,Since 2005,2032,42806
3628,0015_233.2,Since 2005,2036,46283
3628,0015_233.2,Since 2005,2046,54975
3628,0015_233.2,Since 2005,2055,62798
3629,1826_004.9,Since 2005,2005,174
3629,1826_004.9,Since 2005,2027,4896
3629,1826_004.9,Since 2005,2032,5970
3629,1826_004.9,Since 2005,2036,6828
3629,1826_004.9,Since 2005,2046,8975
3629,1826_004.9,Since 2005,2055,10907
3601,1082_000.0,Since 2006,2006,460
3601,1082_000.0,Since 2006,2027,900
3601,1082_000.0,Since 2006,2032,1005
3601,1082_000.0,Since 2006,2036,1088
3601,1082_000.0,Since 2006,2046,1297
3601,1082_000.0,Since 2006,2055,1486
3602,0013_006.5,Since 2006,2006,6145
3602,0013_006.5,Since 2006,2027,11973
3602,0013_006.5,Since 2006,2032,13361
3602,0013_006.5,Since 2006,2036,14471
3602,0013_006.5,Since 2006,2046,17246
3602,0013_006.5,Since 2006,2055,19744
3603,1112_000.0,Since 2006,2006,699
3603,1112_000.0,Since 2006,2027,1719
3603,1112_000.0,Since 2006,2032,1962
3603,1112_000.0,Since 2006,2036,2156
3603,1112_000.0,Since 2006,2046,2642
3603,1112_000.0,Since 2006,2055,3079
3604,0015_368.1,Since 2006,2006,21380
3604,0015_368.1,Since 2006,2027,31098
3604,0015_368.1,Since 2006,2032,33411
3604,0015_368.1,Since 2006,2036,35262
3604,0015_368.1,Since 2006,2046,39890
3604,0015_368.1,Since 2006,2055,44054
3605,0038_003.2,Since 2006,2006,2272
3605,0038_003.2,Since 2006,2027,4011
3605,0038_003.2,Since 2006,2032,4425
3605,0038_003.2,Since 2006,2036,4757
3605,0038_003.2,Since 2006,2046,5585
3605,0038_003.2,Since 2006,2055,6330
3606,0091_010.1,Since 2006,2006,14642
3606,0091_010.1,Since 2006,2027,22835
3606,0091_010.1,Since 2006,2032,24785
3606,0091_010.1,Since 2006,2036,26346
3606,0091_010.1,Since 2006,2046,30247
3606,0091_010.1,Since 2006,2055,33758
3607,3462_002.8,Since 2006,2006,1375
3607,3462_002.8,Since 2006,2027,2490
3607,3462_002.8,Since 2006,2032,2755
3607,3462_002.8,Since 2006,2036,2967
3607,3462_002.8,Since 2006,2046,3498
3607,3462_002.8,Since 2006,2055,3976
3608,0039_008.7,Since 2006,2006,7448
3608,0039_008.7,Since 2006,2027,9361
3608,0039_008.7,Since 2006,2032,9817
3608,0039_008.7,Since 2006,2036,10181
3608,0039_008.7,Since 2006,2046,11092
3608,0039_008.7,Since 2006,2055,11912
3609,0084_087.8,Since 2006,2006,13973
3609,0084_087.8,Since 2006,2027,26388
3609,0084_087.8,Since 2006,2032,29344
3609,0084_087.8,Since 2006,2036,31708
3609,0084_087.8,Since 2006,2046,37620
3609,0084_087.8,Since 2006,2055,42941
3612,0080_099.5,Since 2006,2006,30503
3612,0080_099.5,Since 2006,2027,55363
3612,0080_099.5,Since 2006,2032,61282
3612,0080_099.5,Since 2006,2036,66017
3612,0080_099.5,Since 2006,2046,77855
3612,0080_099.5,Since 2006,2055,88510
3612,0080_101.5,Since 2006,2006,30503
3612,0080_101.5,Since 2006,2027,55363
3612,0080_101.5,Since 2006,2032,61282
3612,0080_101.5,Since 2006,2036,66017
3612,0080_101.5,Since 2006,2046,77855
3612,0080_101.5,Since 2006,2055,88510
3613,0065_008.4,Since 2006,2006,629
3613,0065_008.4,Since 2006,2027,331
3613,0065_008.4,Since 2006,2032,260
3613,0065_008.4,Since 2006,2036,203
3613,0065_008.4,Since 2006,2046,61
3613,0065_008.4,Since 2006,2055,-67
3614,0080_138.9,Since 2006,2006,42769
3614,0080_138.9,Since 2006,2027,65009
3614,0080_138.9,Since 2006,2032,70304
3614,0080_138.9,Since 2006,2036,74540
3614,0080_138.9,Since 2006,2046,85130
3614,0080_138.9,Since 2006,2055,94661
3615,0190_015.75,Since 2006,2006,2023
3615,0190_015.75,Since 2006,2027,2462
3615,0190_015.75,Since 2006,2032,2566
3615,0190_015.75,Since 2006,2036,2650
3615,0190_015.75,Since 2006,2046,2859
3615,0190_015.75,Since 2006,2055,3047
3616,1828_004.5,Since 2006,2006,380
3616,1828_004.5,Since 2006,2027,597
3616,1828_004.5,Since 2006,2032,649
3616,1828_004.5,Since 2006,2036,690
3616,1828_004.5,Since 2006,2046,793
3616,1828_004.5,Since 2006,2055,886
3617,0006_140.3,Since 2006,2006,689
3617,0006_140.3,Since 2006,2027,1860
3617,0006_140.3,Since 2006,2032,2139
3617,0006_140.3,Since 2006,2036,2362
3617,0006_140.3,Since 2006,2046,2920
3617,0006_140.3,Since 2006,2055,3422
3618,0073_015.5,Since 2006,2006,1474
3618,0073_015.5,Since 2006,2027,2114
3618,0073_015.5,Since 2006,2032,2266
3618,0073_015.5,Since 2006,2036,2388
3618,0073_015.5,Since 2006,2046,2692
3618,0073_015.5,Since 2006,2055,2967
3620,0189_014.3,Since 2006,2006,8919
3620,0189_014.3,Since 2006,2027,13889
3620,0189_014.3,Since 2006,2032,15073
3620,0189_014.3,Since 2006,2036,16019
3620,0189_014.3,Since 2006,2046,18386
3620,0189_014.3,Since 2006,2055,20516
3623,0006_216.2,Since 2006,2006,6082
3623,0006_216.2,Since 2006,2027,11277
3623,0006_216.2,Since 2006,2032,12514
3623,0006_216.2,Since 2006,2036,13504
3623,0006_216.2,Since 2006,2046,15978
3623,0006_216.2,Since 2006,2055,18204
3624,0096_006.2,Since 2006,2006,-174
3624,0096_006.2,Since 2006,2027,2473
3624,0096_006.2,Since 2006,2032,3103
3624,0096_006.2,Since 2006,2036,3607
3624,0096_006.2,Since 2006,2046,4867
3624,0096_006.2,Since 2006,2055,6001
3626,0089_296.0,Since 2006,2006,2134
3626,0089_296.0,Since 2006,2027,3643
3626,0089_296.0,Since 2006,2032,4003
3626,0089_296.0,Since 2006,2036,4290
3626,0089_296.0,Since 2006,2046,5009
3626,0089_296.0,Since 2006,2055,5656
3628,0015_233.2,Since 2006,2006,18959
3628,0015_233.2,Since 2006,2027,39524
3628,0015_233.2,Since 2006,2032,44420
3628,0015_233.2,Since 2006,2036,48338
3628,0015_233.2,Since 2006,2046,58130
3628,0015_233.2,Since 2006,2055,66944
3629,1826_004.9,Since 2006,2006,389
3629,1826_004.9,Since 2006,2027,4896
3629,1826_004.9,Since 2006,2032,5970
3629,1826_004.9,Since 2006,2036,6828
3629,1826_004.9,Since 2006,2046,8975
3629,1826_004.9,Since 2006,2055,10907
3601,1082_000.0,Since 2007,2007,471
3601,1082_000.0,Since 2007,2027,909
3601,1082_000.0,Since 2007,2032,1019
3601,1082_000.0,Since 2007,2036,1106
3601,1082_000.0,Since 2007,2046,1325
3601,1082_000.0,Since 2007,2055,1522
3602,0013_006.5,Since 2007,2007,6274
3602,0013_006.5,Since 2007,2027,12103
3602,0013_006.5,Since 2007,2032,13560
3602,0013_006.5,Since 2007,2036,14725
3602,0013_006.5,Since 2007,2046,17640
3602,0013_006.5,Since 2007,2055,20263
3603,1112_000.0,Since 2007,2007,748
3603,1112_000.0,Since 2007,2027,1719
3603,1112_000.0,Since 2007,2032,1962
3603,1112_000.0,Since 2007,2036,2156
3603,1112_000.0,Since 2007,2046,2642
3603,1112_000.0,Since 2007,2055,3079
3604,0015_368.1,Since 2007,2007,21661
3604,0015_368.1,Since 2007,2027,31256
3604,0015_368.1,Since 2007,2032,33655
3604,0015_368.1,Since 2007,2036,35574
3604,0015_368.1,Since 2007,2046,40371
3604,0015_368.1,Since 2007,2055,44689
3605,0038_003.2,Since 2007,2007,2215
3605,0038_003.2,Since 2007,2027,4134
3605,0038_003.2,Since 2007,2032,4614
3605,0038_003.2,Since 2007,2036,4998
3605,0038_003.2,Since 2007,2046,5958
3605,0038_003.2,Since 2007,2055,6822
3606,0091_010.1,Since 2007,2007,14975
3606,0091_010.1,Since 2007,2027,22885
3606,0091_010.1,Since 2007,2032,24862
3606,0091_010.1,Since 2007,2036,26444
3606,0091_010.1,Since 2007,2046,30399
3606,0091_010.1,Since 2007,2055,33958
3607,3462_002.8,Since 2007,2007,1527
3607,3462_002.8,Since 2007,2027,2403
3607,3462_002.8,Since 2007,2032,2622
3607,3462_002.8,Since 2007,2036,2798
3607,3462_002.8,Since 2007,2046,3236
3607,3462_002.8,Since 2007,2055,3630
3608,0039_008.7,Since 2007,2007,7357
3608,0039_008.7,Since 2007,2027,9520
3608,0039_008.7,Since 2007,2032,10061
3608,0039_008.7,Since 2007,2036,10493
3608,0039_008.7,Since 2007,2046,11575
3608,0039_008.7,Since 2007,2055,12548
3609,0084_087.8,Since 2007,2007,14426
3609,0084_087.8,Since 2007,2027,26509
3609,0084_087.8,Since 2007,2032,29529
3609,0084_087.8,Since 2007,2036,31946
3609,0084_087.8,Since 2007,2046,37987
3609,0084_087.8,Since 2007,2055,43425
3612,0080_099.5,Since 2007,2007,30660
3612,0080_099.5,Since 2007,2027,56261
3612,0080_099.5,Since 2007,2032,62661
3612,0080_099.5,Since 2007,2036,67781
3612,0080_099.5,Since 2007,2046,80582
3612,0080_099.5,Since 2007,2055,92102
3612,0080_101.5,Since 2007,2007,30660
3612,0080_101.5,Since 2007,2027,56261
3612,0080_101.5,Since 2007,2032,62661
3612,0080_101.5,Since 2007,2036,67781
3612,0080_101.5,Since 2007,2046,80582
3612,0080_101.5,Since 2007,2055,92102
3613,0065_008.4,Since 2007,2007,575
3613,0065_008.4,Since 2007,2027,366
3613,0065_008.4,Since 2007,2032,314
3613,0065_008.4,Since 2007,2036,272
3613,0065_008.4,Since 2007,2046,168
3613,0065_008.4,Since 2007,2055,74
3614,0080_138.9,Since 2007,2007,43037
3614,0080_138.9,Since 2007,2027,65702
3614,0080_138.9,Since 2007,2032,71368
3614,0080_138.9,Since 2007,2036,75901
3614,0080_138.9,Since 2007,2046,87234
3614,0080_138.9,Since 2007,2055,97433
3615,0190_015.75,Since 2007,2007,1923
3615,0190_015.75,Since 2007,2027,2567
3615,0190_015.75,Since 2007,2032,2728
3615,0190_015.75,Since 2007,2036,2857
3615,0190_015.75,Since 2007,2046,3179
3615,0190_015.75,Since 2007,2055,3469
3616,1828_004.5,Since 2007,2007,383
3616,1828_004.5,Since 2007,2027,604
3616,1828_004.5,Since 2007,2032,660
3616,1828_004.5,Since 2007,2036,704
3616,1828_004.5,Since 2007,2046,815
3616,1828_004.5,Since 2007,2055,915
3617,0006_140.3,Since 2007,2007,737
3617,0006_140.3,Since 2007,2027,1866
3617,0006_140.3,Since 2007,2032,2149
3617,0006_140.3,Since 2007,2036,2375
3617,0006_140.3,Since 2007,2046,2939
3617,0006_140.3,Since 2007,2055,3448
3618,0073_015.5,Since 2007,2007,1401
3618,0073_015.5,Since 2007,2027,2204
3618,0073_015.5,Since 2007,2032,2405
3618,0073_015.5,Since 2007,2036,2566
3618,0073_015.5,Since 2007,2046,2968
3618,0073_015.5,Since 2007,2055,3330
3620,0189_014.3,Since 2007,2007,9002
3620,0189_014.3,Since 2007,2027,14024
3620,0189_014.3,Since 2007,2032,15280
3620,0189_014.3,Since 2007,2036,16285
3620,0189_014.3,Since 2007,2046,18796
3620,0189_014.3,Since 2007,2055,21056
3623,0006_216.2,Since 2007,2007,6189
3623,0006_216.2,Since 2007,2027,11399
3623,0006_216.2,Since 2007,2032,12702
3623,0006_216.2,Since 2007,2036,13743
3623,0006_216.2,Since 2007,2046,16348
3623,0006_216.2,Since 2007,2055,18693
3624,0096_006.2,Since 2007,2007,-156
3624,0096_006.2,Since 2007,2027,2567
3624,0096_006.2,Since 2007,2032,3248
3624,0096_006.2,Since 2007,2036,3792
3624,0096_006.2,Since 2007,2046,5154
3624,0096_006.2,Since 2007,2055,6379
3626,0089_296.0,Since 2007,2007,2040
3626,0089_296.0,Since 2007,2027,3788
3626,0089_296.0,Since 2007,2032,4225
3626,0089_296.0,Since 2007,2036,4574
3626,0089_296.0,Since 2007,2046,5448
3626,0089_296.0,Since 2007,2055,6234
3628,0015_233.2,Since 2007,2007,18323
3628,0015_233.2,Since 2007,2027,40938
3628,0015_233.2,Since 2007,2032,46591
3628,0015_233.2,Since 2007,2036,51114
3628,0015_233.2,Since 2007,2046,62421
3628,0015_233.2,Since 2007,2055,72598
3629,1826_004.9,Since 2007,2007,603
3629,1826_004.9,Since 2007,2027,4896
3629,1826_004.9,Since 2007,2032,5970
3629,1826_004.9,Since 2007,2036,6828
3629,1826_004.9,Since 2007,2046,8975
3629,1826_004.9,Since 2007,2055,10907
3601,1082_000.0,Since 2008,2008,483
3601,1082_000.0,Since 2008,2027,918
3601,1082_000.0,Since 2008,2032,1032
3601,1082_000.0,Since 2008,2036,1124
3601,1082_000.0,Since 2008,2046,1353
3601,1082_000.0,Since 2008,2055,1559
3602,0013_006.5,Since 2008,2008,6430
3602,0013_006.5,Since 2008,2027,12224
3602,0013_006.5,Since 2008,2032,13749
3602,0013_006.5,Since 2008,2036,14969
3602,0013_006.5,Since 2008,2046,18018
3602,0013_006.5,Since 2008,2055,20763
3603,1112_000.0,Since 2008,2008,797
3603,1112_000.0,Since 2008,2027,1719
3603,1112_000.0,Since 2008,2032,1962
3603,1112_000.0,Since 2008,2036,2156
3603,1112_000.0,Since 2008,2046,2642
3603,1112_000.0,Since 2008,2055,3079
3604,0015_368.1,Since 2008,2008,21930
3604,0015_368.1,Since 2008,2027,31446
3604,0015_368.1,Since 2008,2032,33950
3604,0015_368.1,Since 2008,2036,35953
3604,0015_368.1,Since 2008,2046,40962
3604,0015_368.1,Since 2008,2055,45469
3605,0038_003.2,Since 2008,2008,2137
3605,0038_003.2,Since 2008,2027,4291
3605,0038_003.2,Since 2008,2032,4858
3605,0038_003.2,Since 2008,2036,5311
3605,0038_003.2,Since 2008,2046,6445
3605,0038_003.2,Since 2008,2055,7465
3606,0091_010.1,Since 2008,2008,15181
3606,0091_010.1,Since 2008,2027,23056
3606,0091_010.1,Since 2008,2032,25128
3606,0091_010.1,Since 2008,2036,26786
3606,0091_010.1,Since 2008,2046,30931
3606,0091_010.1,Since 2008,2055,34661
3607,3462_002.8,Since 2008,2008,1538
3607,3462_002.8,Since 2008,2027,2433
3607,3462_002.8,Since 2008,2032,2669
3607,3462_002.8,Since 2008,2036,2857
3607,3462_002.8,Since 2008,2046,3329
3607,3462_002.8,Since 2008,2055,3753
3608,0039_008.7,Since 2008,2008,7288
3608,0039_008.7,Since 2008,2027,9679
3608,0039_008.7,Since 2008,2032,10309
3608,0039_008.7,Since 2008,2036,10812
3608,0039_008.7,Since 2008,2046,12070
3608,0039_008.7,Since 2008,2055,13203
3609,0084_087.8,Since 2008,2008,14941
3609,0084_087.8,Since 2008,2027,26588
3609,0084_087.8,Since 2008,2032,29653
3609,0084_087.8,Since 2008,2036,32105
3609,0084_087.8,Since 2008,2046,38235
3609,0084_087.8,Since 2008,2055,43752
3612,0080_099.5,Since 2008,2008,31100
3612,0080_099.5,Since 2008,2027,57017
3612,0080_099.5,Since 2008,2032,63837
3612,0080_099.5,Since 2008,2036,69293
3612,0080_099.5,Since 2008,2046,82934
3612,0080_099.5,Since 2008,2055,95210
3612,0080_101.5,Since 2008,2008,31100
3612,0080_101.5,Since 2008,2027,57017
3612,0080_101.5,Since 2008,2032,63837
3612,0080_101.5,Since 2008,2036,69293
3612,0080_101.5,Since 2008,2046,82934
3612,0080_101.5,Since 2008,2055,95210
3613,0065_008.4,Since 2008,2008,497
3613,0065_008.4,Since 2008,2027,427
3613,0065_008.4,Since 2008,2032,409
3613,0065_008.4,Since 2008,2036,394
3613,0065_008.4,Since 2008,2046,357
3613,0065_008.4,Since 2008,2055,324
3614,0080_138.9,Since 2008,2008,42956
3614,0080_138.9,Since 2008,2027,66794
3614,0080_138.9,Since 2008,2032,73067
3614,0080_138.9,Since 2008,2036,78085
3614,0080_138.9,Since 2008,2046,90631
3614,0080_138.9,Since 2008,2055,101922
3615,0190_015.75,Since 2008,2008,1846
3615,0190_015.75,Since 2008,2027,2666
3615,0190_015.75,Since 2008,2032,2881
3615,0190_015.75,Since 2008,2036,3054
3615,0190_015.75,Since 2008,2046,3485
3615,0190_015.75,Since 2008,2055,3873
3616,1828_004.5,Since 2008,2008,386
3616,1828_004.5,Since 2008,2027,612
3616,1828_004.5,Since 2008,2032,671
3616,1828_004.5,Since 2008,2036,719
3616,1828_004.5,Since 2008,2046,838
3616,1828_004.5,Since 2008,2055,945
3617,0006_140.3,Since 2008,2008,796
3617,0006_140.3,Since 2008,2027,1864
3617,0006_140.3,Since 2008,2032,2145
3617,0006_140.3,Since 2008,2036,2369
3617,0006_140.3,Since 2008,2046,2931
3617,0006_140.3,Since 2008,2055,3437
3618,0073_015.5,Since 2008,2008,1410
3618,0073_015.5,Since 2008,2027,2232
3618,0073_015.5,Since 2008,2032,2449
3618,0073_015.5,Since 2008,2036,2622
3618,0073_015.5,Since 2008,2046,3055
3618,0073_015.5,Since 2008,2055,3445
3620,0189_014.3,Since 2008,2008,8997
3620,0189_014.3,Since 2008,2027,14255
3620,0189_014.3,Since 2008,2032,15638
3620,0189_014.3,Since 2008,2036,16745
3620,0189_014.3,Since 2008,2046,19512
3620,0189_014.3,Since 2008,2055,22003
3623,0006_216.2,Since 2008,2008,6276
3623,0006_216.2,Since 2008,2027,11556
3623,0006_216.2,Since 2008,2032,12945
3623,0006_216.2,Since 2008,2036,14056
3623,0006_216.2,Since 2008,2046,16835
3623,0006_216.2,Since 2008,2055,19336
3624,0096_006.2,Since 2008,2008,-134
3624,0096_006.2,Since 2008,2027,2670
3624,0096_006.2,Since 2008,2032,3407
3624,0096_006.2,Since 2008,2036,3998
3624,0096_006.2,Since 2008,2046,5473
3624,0096_006.2,Since 2008,2055,6801
3626,0089_296.0,Since 2008,2008,2123
3626,0089_296.0,Since 2008,2027,3792
3626,0089_296.0,Since 2008,2032,4231
3626,0089_296.0,Since 2008,2036,4583
3626,0089_296.0,Since 2008,2046,5461
3626,0089_296.0,Since 2008,2055,6252
3628,0015_233.2,Since 2008,2008,17423
3628,0015_233.2,Since 2008,2027,42765
3628,0015_233.2,Since 2008,2032,49434
3628,0015_233.2,Since 2008,2036,54769
3628,0015_233.2,Since 2008,2046,68107
3628,0015_233.2,Since 2008,2055,80111
3629,1826_004.9,Since 2008,2008,919
3629,1826_004.9,Since 2008,2027,4806
3629,1826_004.9,Since 2008,2032,5828
3629,1826_004.9,Since 2008,2036,6647
3629,1826_004.9,Since 2008,2046,8692
3629,1826_004.9,Since 2008,2055,10533
3601,1082_000.0,Since 2009,2009,503
3601,1082_000.0,Since 2009,2027,921
3601,1082_000.0,Since 2009,2032,1037
3601,1082_000.0,Since 2009,2036,1130
3601,1082_000.0,Since 2009,2046,1362
3601,1082_000.0,Since 2009,2055,1571
3602,0013_006.5,Since 2009,2009,6679
3602,0013_006.5,Since 2009,2027,12276
3602,0013_006.5,Since 2009,2032,13831
3602,0013_006.5,Since 2009,2036,15075
3602,0013_006.5,Since 2009,2046,18184
3602,0013_006.5,Since 2009,2055,20983
3603,1112_000.0,Since 2009,2009,845
3603,1112_000.0,Since 2009,2027,1719
3603,1112_000.0,Since 2009,2032,1962
3603,1112_000.0,Since 2009,2036,2156
3603,1112_000.0,Since 2009,2046,2642
3603,1112_000.0,Since 2009,2055,3079
3604,0015_368.1,Since 2009,2009,22290
3604,0015_368.1,Since 2009,2027,31577
3604,0015_368.1,Since 2009,2032,34157
3604,0015_368.1,Since 2009,2036,36221
3604,0015_368.1,Since 2009,2046,41381
3604,0015_368.1,Since 2009,2055,46024
3605,0038_003.2,Since 2009,2009,2083
3605,0038_003.2,Since 2009,2027,4446
3605,0038_003.2,Since 2009,2032,5103
3605,0038_003.2,Since 2009,2036,5628
3605,0038_003.2,Since 2009,2046,6942
3605,0038_003.2,Since 2009,2055,8123
3606,0091_010.1,Since 2009,2009,15586
3606,0091_010.1,Since 2009,2027,23064
3606,0091_010.1,Since 2009,2032,25142
3606,0091_010.1,Since 2009,2036,26803
3606,0091_010.1,Since 2009,2046,30958
3606,0091_010.1,Since 2009,2055,34697
3607,3462_002.8,Since 2009,2009,1563
3607,3462_002.8,Since 2009,2027,2454
3607,3462_002.8,Since 2009,2032,2701
3607,3462_002.8,Since 2009,2036,2899
3607,3462_002.8,Since 2009,2046,3394
3607,3462_002.8,Since 2009,2055,3839
3608,0039_008.7,Since 2009,2009,7264
3608,0039_008.7,Since 2009,2027,9818
3608,0039_008.7,Since 2009,2032,10528
3608,0039_008.7,Since 2009,2036,11095
3608,0039_008.7,Since 2009,2046,12514
3608,0039_008.7,Since 2009,2055,13791
3609,0084_087.8,Since 2009,2009,15752
3609,0084_087.8,Since 2009,2027,26405
3609,0084_087.8,Since 2009,2032,29364
3609,0084_087.8,Since 2009,2036,31731
3609,0084_087.8,Since 2009,2046,37649
3609,0084_087.8,Since 2009,2055,42976
3612,0080_099.5,Since 2009,2009,31643
3612,0080_099.5,Since 2009,2027,57780
3612,0080_099.5,Since 2009,2032,65040
3612,0080_099.5,Since 2009,2036,70848
3612,0080_099.5,Since 2009,2046,85368
3612,0080_099.5,Since 2009,2055,98437
3612,0080_101.5,Since 2009,2009,31643
3612,0080_101.5,Since 2009,2027,57780
3612,0080_101.5,Since 2009,2032,65040
3612,0080_101.5,Since 2009,2036,70848
3612,0080_101.5,Since 2009,2046,85368
3612,0080_101.5,Since 2009,2055,98437
3613,0065_008.4,Since 2009,2009,408
3613,0065_008.4,Since 2009,2027,506
3613,0065_008.4,Since 2009,2032,533
3613,0065_008.4,Since 2009,2036,554
3613,0065_008.4,Since 2009,2046,609
3613,0065_008.4,Since 2009,2055,657
3614,0080_138.9,Since 2009,2009,43969
3614,0080_138.9,Since 2009,2027,67019
3614,0080_138.9,Since 2009,2032,73421
3614,0080_138.9,Since 2009,2036,78544
3614,0080_138.9,Since 2009,2046,91349
3614,0080_138.9,Since 2009,2055,102874
3615,0190_015.75,Since 2009,2009,1785
3615,0190_015.75,Since 2009,2027,2763
3615,0190_015.75,Since 2009,2032,3035
3615,0190_015.75,Since 2009,2036,3252
3615,0190_015.75,Since 2009,2046,3796
3615,0190_015.75,Since 2009,2055,4285
3616,1828_004.5,Since 2009,2009,392
3616,1828_004.5,Since 2009,2027,616
3616,1828_004.5,Since 2009,2032,679
3616,1828_004.5,Since 2009,2036,729
3616,1828_004.5,Since 2009,2046,853
3616,1828_004.5,Since 2009,2055,965
3617,0006_140.3,Since 2009,2009,877
3617,0006_140.3,Since 2009,2027,1841
3617,0006_140.3,Since 2009,2032,2109
3617,0006_140.3,Since 2009,2036,2323
3617,0006_140.3,Since 2009,2046,2859
3617,0006_140.3,Since 2009,2055,3341
3618,0073_015.5,Since 2009,2009,1433
3618,0073_015.5,Since 2009,2027,2251
3618,0073_015.5,Since 2009,2032,2478
3618,0073_015.5,Since 2009,2036,2660
3618,0073_015.5,Since 2009,2046,3114
3618,0073_015.5,Since 2009,2055,3523
3620,0189_014.3,Since 2009,2009,9118
3620,0189_014.3,Since 2009,2027,14399
3620,0189_014.3,Since 2009,2032,15866
3620,0189_014.3,Since 2009,2036,17039
3620,0189_014.3,Since 2009,2046,19973
3620,0189_014.3,Since 2009,2055,22614
3623,0006_216.2,Since 2009,2009,6465
3623,0006_216.2,Since 2009,2027,11638
3623,0006_216.2,Since 2009,2032,13075
3623,0006_216.2,Since 2009,2036,14225
3623,0006_216.2,Since 2009,2046,17099
3623,0006_216.2,Since 2009,2055,19686
3624,0096_006.2,Since 2009,2009,-96
3624,0096_006.2,Since 2009,2027,2772
3624,0096_006.2,Since 2009,2032,3569
3624,0096_006.2,Since 2009,2036,4206
3624,0096_006.2,Since 2009,2046,5800
3624,0096_006.2,Since 2009,2055,7234
3626,0089_296.0,Since 2009,2009,2162
3626,0089_296.0,Since 2009,2027,3837
3626,0089_296.0,Since 2009,2032,4302
3626,0089_296.0,Since 2009,2036,4675
3626,0089_296.0,Since 2009,2046,5605
3626,0089_296.0,Since 2009,2055,6443
3628,0015_233.2,Since 2009,2009,16842
3628,0015_233.2,Since 2009,2027,44543
3628,0015_233.2,Since 2009,2032,52238
3628,0015_233.2,Since 2009,2036,58394
3628,0015_233.2,Since 2009,2046,73784
3628,0015_233.2,Since 2009,2055,87635
3629,1826_004.9,Since 2009,2009,1317
3629,1826_004.9,Since 2009,2027,4626
3629,1826_004.9,Since 2009,2032,5546
3629,1826_004.9,Since 2009,2036,6281
